the_geom,OBJECTID,NYSStreetID,LeftFromAddress,LeftToAddress,RightFromAddress,RightToAddress,CompleteStreetName,HighwayNumber,Jurisdiction,FCC,ACC,SPEED,LeftPostal,RightPostal,Shape.STLength()
"MULTILINESTRING ((-78.867628130138 42.939653490183, -78.868823168592 42.93958450511, -78.869084179627 42.939576480451))",4647,477778198,2,54,1,57,Bedford Avenue,,12,A41,5,25,14216,14216,119.26151432525337
"MULTILINESTRING ((-78.860134160558 42.894674466518, -78.858959090697 42.89515343281))",6995,484722997,200,200,171,201,Cherry Street,,12,A40,4,25,14204,14204,109.83179912943345
"MULTILINESTRING ((-78.843869151473 42.868095461285, -78.843825202199 42.868087485022))",10612,477798055,,,,,Elk Street,,12,A31,4,35,14210,14210,3.702026472074378
"MULTILINESTRING ((-78.869275260789 42.955918359562, -78.869412098859 42.956806450988))",3498,477774354,2624,2658,2645,2661,Delaware Avenue,384,01,A31,3,35,14216,14216,99.371552719693511
"MULTILINESTRING ((-78.850743186479 42.940441473368, -78.850755201022 42.941038464634))",4536,477777942,,,383,403,Parkside Avenue,,12,A31,4,35,14216,14216,66.381971196634368
"MULTILINESTRING ((-78.89616713379 42.924058469064, -78.894812126682 42.923965451651))",9332,477782920,86,116,85,113,Potomac Avenue,,12,A40,5,25,14213,14213,111.1999370503321
"MULTILINESTRING ((-78.824701692736 42.828259627411, -78.824706804364 42.828195610286, -78.824714095374 42.828149455878))",11804,506020431,,,,,Botanical Drive,,12,A62,5,35,14218,14218,12.29556188217655
"MULTILINESTRING ((-78.820801185668 42.929853509175, -78.820292113039 42.929905458702, -78.819910111357 42.929969456347, -78.819593120704 42.930048477522, -78.81897717308 42.93024652161))",1954,516218840,,,,,Ramp,,01,A63,4,45,14215,14215,156.27480135564957
"MULTILINESTRING ((-78.879882135067 42.888238477442, -78.880028140219 42.888391447257))",7769,477792743,126,128,127,129,Niagara Street,,12,A31,3,35,14202,14201,20.778623631068974
"MULTILINESTRING ((-78.891611168645 42.92014049506, -78.891369147619 42.922036449208))",8591,477784062,100,154,101,155,Congress Street,,12,A40,5,25,14213,14213,211.72660602782784
"MULTILINESTRING ((-78.846754185626 42.948811481887, -78.846629177616 42.949894512743, -78.846582098998 42.949941475783))",3906,477776073,208,298,205,299,Wallace Avenue,,12,A40,5,25,14216,14216,127.32994966381479
"MULTILINESTRING ((-78.821626169326 42.941587508728, -78.821640173847 42.94237351622))",2112,477777641,248,274,247,273,Parkridge Avenue,,12,A30,4,35,14215,14215,87.395831708013063
"MULTILINESTRING ((-78.886947119934 42.916823495385, -78.885708116816 42.916844462443))",8499,477785025,400,428,391,427,Breckenridge Street,,12,A40,5,25,14213,14213,101.27726793314788
"MULTILINESTRING ((-78.86954715 42.914066454743, -78.869809198491 42.914086485445, -78.870115204619 42.91409449292, -78.870655153201 42.914086474718, -78.87139719425 42.91410150191, -78.877058131117 42.914129504688))",8282,477785767,2,196,1,197,Highland Avenue,,12,A41,5,25,14222,14222,613.98777284121752
"MULTILINESTRING ((-78.8282601922 42.893782430834, -78.828251104561 42.894853462977, -78.828258195296 42.895009440845))",6439,477791276,100,198,99,199,Young Street,,12,A41,5,25,14212,14212,136.43070651947366
"MULTILINESTRING ((-78.803123108969 42.871797468315, -78.803035092444 42.871795444142))",863,477797086,1982,1984,1983,1985,Clinton Street,354,01,A31,3,35,14206,14206,7.201034647919053
"MULTILINESTRING ((-78.871842116174 42.878419505139, -78.871658125111 42.878386480328))",10141,477795361,114,120,113,119,Exchange Street,,12,A41,4,25,14203,14203,15.486419857229343
"MULTILINESTRING ((-78.846659105056 42.865717452451, -78.846373127142 42.865974498281))",10558,477798603,2,24,1,23,Owahn Place,,12,A41,5,25,14210,14210,36.929111822878127
"MULTILINESTRING ((-78.870368990293 42.858900826124, -78.870341488002 42.858913705201, -78.870289022167 42.858938179887))",9719,800002654,,,,,Bicycle Route 517,,12,A76,4,5,14203,14203,7.748081716393193
"MULTILINESTRING ((-78.878774150153 42.880017491765, -78.878788112865 42.879941476635))",9901,477794940,,,,,State Route 5,5,01,A15,2,65,14202,14202,8.52836443839634
"MULTILINESTRING ((-78.838878198397 42.90654545521, -78.835953146644 42.906518496137, -78.835866172106 42.906502506821, -78.835808204702 42.906466456143))",6039,477787642,104,198,,,North Parade Avenue,,12,A41,5,25,14211,14211,252.61749278617344
"MULTILINESTRING ((-78.906181229669 42.94912143598, -78.905698190022 42.949324499426))",2765,477776002,2,18,1,13,Heward Avenue,,12,A41,5,25,14207,14207,45.456902666424305
"MULTILINESTRING ((-78.891438130293 42.897008486211, -78.892908108714 42.8985724399))",9096,477790226,452,518,449,519,Busti Avenue,,12,A40,5,25,14201,14201,211.36676110476259
"MULTILINESTRING ((-78.800899153739 42.881139492618, -78.800779119151 42.881184450651, -78.800131092534 42.88118645496))",838,477794537,2,64,1,65,Bismarck Street,,12,A41,5,25,14206,14206,63.998237542899922
"MULTILINESTRING ((-78.847295196254 42.881156509907, -78.847296139417 42.881606486202))",10821,477794527,152,160,153,161,Bond Street,,12,A41,5,25,14206,14206,50.028836683975982
"MULTILINESTRING ((-78.812991119419 42.938230452559, -78.810887148382 42.939093486581))",2078,477778449,1128,1196,1129,1193,Kensington Avenue,,12,A31,4,35,14215,14215,196.83659517462942
"MULTILINESTRING ((-78.905475129483 42.952932504317, -78.905381151753 42.952981454138, -78.904203208901 42.953304503097, -78.903370125499 42.95354346334, -78.903179213032 42.9536024746, -78.903041170488 42.953619523766, -78.90293921032 42.953600496456, -78.901270126776 42.952767469262, -78.901058189111 42.952637487529))",2757,477775024,106,240,111,239,Riverside Avenue,,12,A40,5,25,14207,14207,409.43972321081645
"MULTILINESTRING ((-78.853937114314 42.833787475961, -78.854180119163 42.833717428267, -78.854260207311 42.833675471854, -78.854346169843 42.833582445887, -78.854387852556 42.833462586698, -78.854350499935 42.833330436662, -78.854100282414 42.832950564927, -78.853983456417 42.832737718591, -78.853920103346 42.832572446493))",11734,477802774,1800,1872,1801,1873,Hamburg Turnpike,,12,A41,5,25,14218,14218,162.22048164067945
"MULTILINESTRING ((-78.800151092116 42.884818462195, -78.799644147027 42.884616430117))",907,477793627,1894,1916,1893,1913,William Street,,12,A31,4,35,14206,14206,47.141576130062575
"MULTILINESTRING ((-78.855707179321 42.86802743368, -78.855230109241 42.869495470276, -78.855091186314 42.869994461843))",10531,477798082,70,198,69,199,Fitzgerald Street,,12,A41,5,25,14210,14210,224.44640635498899
"MULTILINESTRING ((-78.847319150781 42.876868471334, -78.847314142428 42.877246437906))",10765,477795807,2,12,1,11,Bond Street,,12,A41,5,25,14210,14210,42.024641580829943
"MULTILINESTRING ((-78.9009542139 42.938993460184, -78.900506194266 42.939121476138))",2989,477778320,114,122,113,119,Austin Street,,12,A31,4,35,14207,14207,39.269311173103695
"MULTILINESTRING ((-78.853931180782 42.88335643869, -78.852901123256 42.883344430532))",7194,477794019,2,26,1,25,Howard Street,,12,A41,5,25,14206,14206,84.230048082533912
"MULTILINESTRING ((-78.813713112399 42.909775492659, -78.813711149366 42.910511435691))",1334,477786861,2034,2056,2033,2059,Bailey Avenue,62,01,A21,3,35,14211,14211,81.821572949441659
"MULTILINESTRING ((-78.830222092331 42.868972447365, -78.829725200525 42.86968148505))",11046,477797779,62,80,61,81,Harrison Street,,12,A41,5,25,14210,14210,88.68755493338297
"MULTILINESTRING ((-78.814053102543 42.955577443614, -78.814755166999 42.955564458844, -78.814826189079 42.955539489132, -78.815495131148 42.954961451246, -78.815534120522 42.954870472654, -78.81554018374 42.954649498986, -78.81554115393 42.954421492348))",2316,477774677,,,,,Michael Road,,12,A41,5,25,14214,14214,208.65606525001758
"MULTILINESTRING ((-78.843302117107 42.922237437186, -78.843262169899 42.922412462255, -78.843226195696 42.922517484786))",5670,477783413,,,,,State Route 33,33,01,A15,2,65,14214,14214,31.772199666332554
"MULTILINESTRING ((-78.832272137126 42.86976045544, -78.831313090371 42.871112464823))",11039,477797610,2,50,1,55,Troupe Street,,12,A41,5,25,14210,14210,169.54634823542094
"MULTILINESTRING ((-78.864239189409 42.889786481206, -78.864149103437 42.889814466771))",7092,477792409,158,158,159,159,Sycamore Street,,12,A31,4,35,14204,14204,7.995179797698325
"MULTILINESTRING ((-78.888545129574 42.891503471187, -78.889258174423 42.891153458633))",9209,477792109,26,50,15,49,Virginia Street,,06,A30,3,35,14201,14201,70.08989442172944
"MULTILINESTRING ((-78.849129155855 42.910115476567, -78.848086099441 42.910106476058))",5374,477786775,130,158,129,155,Landon Street,,12,A41,5,25,14208,14208,85.250936065196058
"MULTILINESTRING ((-78.835058145862 42.932831518498, -78.835034123775 42.93366751013))",4297,477779977,2,24,1,25,Holden Street,,12,A41,5,25,14214,14214,92.966970479470476
"MULTILINESTRING ((-78.839319138897 42.926983446744, -78.839304118354 42.927492481837))",5792,477782031,1928,1972,1929,1971,Fillmore Avenue,,12,A31,4,35,14214,14214,56.608360690369075
"MULTILINESTRING ((-78.898709184827 42.928207483797, -78.898726129407 42.928194480747, -78.898843211333 42.92803850493))",9455,477781699,,,,,Ramp,,06,A63,2,45,14213,14213,21.807380015052356
"MULTILINESTRING ((-78.854391127801 42.876839498263, -78.854207148803 42.876806444783))",10371,477795832,592,596,593,603,Seneca Street,16,01,A21,4,35,14210,14210,15.486419857491544
"MULTILINESTRING ((-78.876956612459 42.867187754927, -78.876920646572 42.867198626666))",9765,800002919,,,,,Parking Lot,,10,A75,4,15,14203,14203,3.18012892816154
"MULTILINESTRING ((-78.852935192165 42.893127479405, -78.851938099798 42.893118494056))",6831,477791487,2,48,1,51,Beckwith Street,,12,A41,5,25,14212,14212,81.517343553357875
"MULTILINESTRING ((-78.864473142749 42.953789486826, -78.864474136751 42.954200471494))",3459,477774792,216,232,217,229,Virgil Avenue,,12,A41,5,25,14216,14216,45.694670367933362
"MULTILINESTRING ((-78.874347587324 42.862200194665, -78.874397349586 42.862126081983, -78.874502679752 42.862029134276, -78.874521386223 42.862013382977))",9746,800002541,,,,,Outer Harbor Drive,,12,A40,4,25,14203,14203,25.314618829954654
"MULTILINESTRING ((-78.898452210391 42.93710044856, -78.898289190406 42.93743149154, -78.898255138961 42.937600481403))",3014,477778653,302,302,281,297,Tonawanda Street,,12,A31,4,35,14207,14207,58.136339376834982
"MULTILINESTRING ((-78.821774089651 42.840404458333, -78.821773199726 42.84044950717))",11461,477801698,,,,,Connecting Road,,12,A60,5,25,14220,14220,5.008991914550066
"MULTILINESTRING ((-78.889632127278 42.925891438619, -78.888387185599 42.925910476955))",9361,477782379,260,280,251,283,Bird Avenue,,12,A40,5,25,14213,14213,101.74297125596269
"MULTILINESTRING ((-78.864212128833 42.872738436761, -78.864077136426 42.873144477193))",10247,477796812,402,412,409,415,Louisiana Street,,12,A31,4,35,14204,14204,46.474488700641999
"MULTILINESTRING ((-78.849380206317 42.927053480035, -78.847281180959 42.925803482078))",5603,516218677,,,,,State Route 198,198,01,A15,2,65,14214,14208,220.74153211431124
"MULTILINESTRING ((-78.902957317004 42.932900971756, -78.902952535501 42.932900856466, -78.902947846658 42.932899912629, -78.902943392946 42.932898168922, -78.902939309687 42.932895678326, -78.902935720949 42.932892516518, -78.902932735775 42.932888779567, -78.902930444867 42.932884581019, -78.902928917833 42.932880048444, -78.902928201071 42.932875319562, -78.90292831636 42.932870538058, -78.902929260198 42.932865849216, -78.902931003905 42.932861395504, -78.9029334945 42.932857312245, -78.902936656309 42.932853723507, -78.902940393259 42.932850738333, -78.902944591808 42.932848447424, -78.902949124383 42.93284692039, -78.902953853265 42.932846203629, -78.902958634768 42.932846318918, -78.90296332361 42.932847262756, -78.902967777323 42.932849006463, -78.902971860582 42.932851497058, -78.902975449319 42.932854658866, -78.902978434494 42.932858395817, -78.902980725402 42.932862594366, -78.902982252436 42.932867126941, -78.902982969198 42.932871855822, -78.902982853908 42.932876637326, -78.902981910071 42.932881326168, -78.902980166364 42.932885779881, -78.902977675768 42.93288986314, -78.90297451396 42.932893451877, -78.902970777009 42.932896437052, -78.902966578461 42.93289872796, -78.902962045886 42.932900254994, -78.902957317004 42.932900971756))",12024,,,,,,,,,,,,,,19.151148818904929
"MULTILINESTRING ((-78.869533106232 42.95799246063, -78.869476109205 42.957994480326))",3516,477773773,,,,,Villa Avenue,,12,A41,5,25,14216,14216,4.660010729517083
"MULTILINESTRING ((-78.84552414959 42.920121469604, -78.845481178066 42.921044446961))",5502,477784071,2,22,1,31,Daisy Place,,12,A41,5,25,14208,14208,102.6779552782077
"MULTILINESTRING ((-78.876261098783 42.887131500693, -78.876122200453 42.887554433974))",7787,477792987,132,164,157,157,Franklin Street,,12,A31,4,35,14202,14202,48.374813694018876
"MULTILINESTRING ((-78.889643111105 42.890267450396, -78.889440175022 42.890243472676, -78.889222176108 42.890254491331, -78.889009175578 42.890290459903, -78.888768153665 42.890371499578, -78.888527220138 42.890508448855, -78.888470106041 42.890548477426))",9198,477792347,,,,,Ramp,,06,A63,3,45,14201,14201,105.54936993005408
"MULTILINESTRING ((-78.896082160999 42.962002477613, -78.89538115099 42.962760530281))",2536,477772403,64,98,63,99,Doyle Avenue,,12,A41,5,25,14207,14207,101.88601326974224
"MULTILINESTRING ((-78.885429580148 42.879677074819, -78.885424798667 42.879676957613, -78.885420110181 42.879676011891, -78.885415657146 42.87967426639, -78.885411574866 42.879671774146, -78.885407987378 42.879668610884, -78.885405003687 42.879664872718, -78.885402714451 42.879660673231, -78.885401189227 42.879656140022, -78.885400474357 42.87965141083, -78.885400591564 42.87964662935, -78.885401537286 42.879641940863, -78.885403282787 42.879637487828, -78.885405775031 42.879633405548, -78.885408938293 42.879629818061, -78.885412676458 42.87962683437, -78.885416875945 42.879624545133, -78.885421409155 42.879623019909, -78.885426138346 42.87962230504, -78.885430919827 42.879622422247, -78.885435608313 42.879623367968, -78.885440061348 42.879625113469, -78.885444143628 42.879627605713, -78.885447731116 42.879630768975, -78.885450714807 42.879634507141, -78.885453004043 42.879638706628, -78.885454529268 42.879643239837, -78.885455244137 42.879647969029, -78.88545512693 42.879652750509, -78.885454181209 42.879657438996, -78.885452435708 42.879661892031, -78.885449943463 42.879665974311, -78.885446780201 42.879669561799, -78.885443042036 42.879672545489, -78.885438842549 42.879674834726, -78.88543430934 42.87967635995, -78.885429580148 42.879677074819))",11962,,,,,,,,,,,,,,19.151148818904929
"MULTILINESTRING ((-78.822285167536 42.957917492833, -78.822343130171 42.957974528816))",2468,477828663,,,87,89,Allenhurst Road,,12,A45,5,25,14214,14214,7.913033552125489
"MULTILINESTRING ((-78.887739226475 42.946745523056, -78.887717114538 42.945490442539, -78.887745172338 42.944852478081))",3315,477776903,2,98,1,99,Janice Street,,12,A41,5,25,14207,14207,210.52640813696547
"MULTILINESTRING ((-78.873240105965 42.885869472873, -78.87285714104 42.887040508738))",7385,477793220,434,474,437,469,Washington Street,,12,A41,4,25,14203,14203,133.91100514905463
"MULTILINESTRING ((-78.804972097437 42.87183048491, -78.804913154971 42.871829475372))",770,477797071,1934,1936,1929,1931,Clinton Street,354,01,A31,3,35,14206,14206,4.821306876831917
"MULTILINESTRING ((-78.822398138417 42.868594498919, -78.822459165094 42.868510433938))",11096,477797925,,,,,Bailey Avenue,62,01,A21,3,35,14210,14210,10.595291407280962
"MULTILINESTRING ((-78.859373148282 42.925128477314, -78.860063150148 42.925528478724, -78.860363159873 42.925738478815, -78.860553148855 42.925938481371, -78.860583157622 42.92600848013))",5201,600058576,,,,,Unnamed Street,,14,A70,6,15,14209,14209,140.9391329059703
"MULTILINESTRING ((-78.896536193793 42.921151472644, -78.896512208337 42.92133047332, -78.896413135866 42.922076474917))",9304,477783740,1138,1168,1137,1161,West Avenue,,12,A40,5,25,14213,14213,103.33678075802962
"MULTILINESTRING ((-78.893239138828 42.895299480774, -78.892156123021 42.895859477457, -78.8917701935 42.896033513755))",9165,507666615,2,98,1,99,Rosetta Petruzzi Way,,12,A41,5,25,14201,14201,145.24569988683052
"MULTILINESTRING ((-78.896102112823 42.896927497311, -78.896076156537 42.896964486878, -78.895215193733 42.897406468443))",8941,477790244,12,22,11,29,Jersey Street,,12,A41,5,25,14201,14201,90.466247832499846
"MULTILINESTRING ((-78.80243312426 42.88976948941, -78.802379105908 42.892418489937))",934,477792419,182,280,175,279,North Ogden Street,,12,A31,4,35,14206,14206,294.54350867039585
"MULTILINESTRING ((-78.802119161109 42.933016488338, -78.802315097112 42.933036441953, -78.80263009296 42.933097453331))",1765,508421583,,,,,Ramp,,01,A63,4,45,14215,14215,42.771788679740268
"MULTILINESTRING ((-78.853979208512 42.908376495582, -78.853980192821 42.909393434062))",5364,477787198,1226,1262,1223,1261,Jefferson Avenue,,12,A31,4,35,14208,14208,113.06508081650071
